"subject","chain_id","linked_item","irt_discrimination","irt_difficulty"
"Arabic","arabic_chain2","g3__a291",1,2.83665561490351
"Arabic","arabic_chain2","g3__a297",1,2.2402161431713
"Arabic","arabic_chain2","g3__a298",1,2.43854803617116
"Arabic","arabic_chain2","g3__a299",1,2.46401950173515
"Arabic","arabic_chain2","g3__a421y3_nv3",1,2.68900968833667
"Arabic","arabic_chain2","g3_to_g4__a269",1,0.971057353098312
"Arabic","arabic_chain2","g3_to_g4__a294",1,1.80608676507093
"Arabic","arabic_chain2","g3_to_g4__a412y3_nv3",1,2.10627651960718
"Arabic","arabic_chain2","g3_to_g4__a413y3_nv3",1,1.29297298168443
"Arabic","arabic_chain2","g3_to_g4__a414y3_nv3",1,1.60351858839843
"Arabic","arabic_chain2","g3_to_g4__a415y3_nv3",1,1.61059342832352
"Arabic","arabic_chain2","g3_to_g4__a422y3_nv3",1,2.65852752978814
"Arabic","arabic_chain2","g4__a2103",1,2.04858191422184
"Arabic","arabic_chain2","g4__a2104",1,2.25108959991375
"Arabic","arabic_chain2","g4__a2105",1,2.40127127755464
"Arabic","arabic_chain2","g4__a2106",1,2.65852752978814
"Arabic","arabic_chain2","g4__a2108",1,1.88823001692458
"Arabic","arabic_chain2","g4__a2109",1,2.14610958689036
"Arabic","arabic_chain2","g4__a2110",1,2.18713116639394
"Arabic","arabic_chain2","g4__a2111",1,2.35319397030588
"Arabic","arabic_chain2","g4__a2119",1,2.62879126585497
"Arabic","arabic_chain2","g4__a2125",1,2.78538031905601
"Arabic","arabic_chain2","g4__a2126",1,3.22781352395492
"Arabic","arabic_chain2","g4__a2127_nv3",1,2.70454375357994
"Arabic","arabic_chain2","g4__a2128",1,2.59976134660912
"Arabic","arabic_chain2","g4__a2130_nv",1,2.96579992436313
"Arabic","arabic_chain2","g4__a2131",1,3.50561118902618
"Arabic","arabic_chain2","g4__a2132_nv",1,3.25265974327789
"Arabic","arabic_chain2","g4__a2133",1,2.92741841875328
"Arabic","arabic_chain2","g4__a2134",1,3.22781352395492
"Arabic","arabic_chain2","g4__a2263_nv3",1,2.83665561490351
"Arabic","arabic_chain2","g4__a2273_nv3",1,2.53004388532382
"Arabic","arabic_chain2","g4__a515y3_nv3",1,2.53004388532382
"Arabic","arabic_chain2","g4__a516y3_nv3",1,3.04661995328531
"Arabic","arabic_chain2","g4__a526y3_nv3",1,3.57073879090291
"Arabic","arabic_chain2","g4_to_g5__a2122",1,1.30495366808503
"Arabic","arabic_chain2","g4_to_g5__a2123",1,1.56857636158992
"Arabic","arabic_chain2","g4_to_g5__a519y3_nv3",1,1.83841626390057
"Arabic","arabic_chain2","g5__a2130_nv",1,2.5165579843787
"Arabic","arabic_chain2","g5__a2137",1,1.55479486238261
"Arabic","arabic_chain2","g5__a2138",1,1.68303063421255
"Arabic","arabic_chain2","g5__a2139",1,2.31827021518675
"Arabic","arabic_chain2","g5__a2140",1,2.5032159749254
"Arabic","arabic_chain2","g5__a2141",1,2.03919142969702
"Arabic","arabic_chain2","g5__a2142_nv",1,1.71291976155636
"Arabic","arabic_chain2","g5__a2143_nv",1,2.0675516937746
"Arabic","arabic_chain2","g5__a2144_nv",1,1.99314313949521
"Arabic","arabic_chain2","g5__a2146",1,2.2187305329519
"Arabic","arabic_chain2","g5__a2147_nv",1,2.12604969845681
"Arabic","arabic_chain2","g5__a2151_nv3",1,2.15625023908576
"Arabic","arabic_chain2","g5__a2152",1,2.31827021518675
"Arabic","arabic_chain2","g5__a2153",1,2.37700884922629
"Arabic","arabic_chain2","g5__a2154",1,2.02986251996703
"Arabic","arabic_chain2","g5__a2155",1,2.37700884922629
"Arabic","arabic_chain2","g5__a2159",1,2.68900968833667
"Arabic","arabic_chain2","g5__a2160",1,2.2731063516462
"Arabic","arabic_chain2","g5__a2162_nv",1,2.46401950173515
"Arabic","arabic_chain2","g5__a2163",1,2.87212094822848
"Arabic","arabic_chain2","g5__a2164_nv",1,5.08981195578954
"Arabic","arabic_chain2","g5__a2165_nv2",1,2.59976134660912
"Arabic","arabic_chain2","g5__a2166",1,2.42600118548468
"Arabic","arabic_chain2","g5__a2171",1,3.15641805677934
"Arabic","arabic_chain2","g5__a629y3_nv3",1,2.65852752978814
"Arabic","arabic_chain2","g5__a630y3_nv3",1,2.92741841875328
"Arabic","arabic_chain2","g5__a631y3_nv3",1,2.64356870798684
"Arabic","arabic_chain2","g5_to_g6__a2145_nv",1,1.62483226824378
"Arabic","arabic_chain2","g5_to_g6__a2161",1,1.28700898778125
"Arabic","arabic_chain2","g6__a2130_nv",1,2.78538031905601
"Arabic","arabic_chain2","g6__a2142_nv",1,1.83841626390057
"Arabic","arabic_chain2","g6__a2143_nv",1,2.2731063516462
"Arabic","arabic_chain2","g6__a2144_nv",1,2.1664664661199
"Arabic","arabic_chain2","g6__a2146",1,2.35319397030588
"Arabic","arabic_chain2","g6__a2147_nv",1,2.2402161431713
"Arabic","arabic_chain2","g6__a2160",1,1.67564302708526
"Arabic","arabic_chain2","g6__a2162_nv",1,1.79017159026345
"Arabic","arabic_chain2","g6__a2164_nv",1,2.29549485298612
"Arabic","arabic_chain2","g6__a610y3_nv3",1,2.28425320996063
"Arabic","arabic_chain2","g6__a611y3_nv3",1,2.29549485298612
"Arabic","arabic_chain2","g6__a619y3_nv3",1,2.2187305329519
"Arabic","arabic_chain2","g6__a620y3_nv3",1,2.68900968833667
"Arabic","arabic_chain2","g6__a621y3_nv3",1,2.64356870798684
"Arabic","arabic_chain2","g6__a622y3_nv3",1,2.10627651960719
"Arabic","arabic_chain2","g6__a623y3_nv3",1,2.35319397030588
"Arabic","arabic_chain2","g6__a624y3_nv3",1,2.29549485298612
"Arabic","arabic_chain2","g6__a625y3_nv3",1,1.73570448580305
"Arabic","arabic_chain2","g6__a626y3_nv3",1,2.5165579843787
"Arabic","arabic_chain2","g6__a627y3_nv3",1,2.1975824937956
"Arabic","arabic_chain2","g6__a628y3_nv3",1,2.43854803617116
"Arabic","arabic_chain2","g6__a629y3_nv3",1,3.11121644149441
"Arabic","arabic_chain2","g6__a629y3_nv3_el",1,3.79364481083434
"Arabic","arabic_chain2","g6__a630y3_nv3",1,3.25265974327789
"Arabic","arabic_chain2","g6__a630y3_nv3_el",1,2.98547897433954
"Arabic","arabic_chain2","g6__a631y3_nv3",1,2.87212094822848
"Arabic","arabic_chain2","g6__a631y3_nv3_el",1,2.78538031905601
"Arabic","arabic_chain2","g6__a632y3_nv3_el",1,2.96579992436313
"Arabic","arabic_chain2","g6__a634y3_nv3",1,2.73622643095097
"Arabic","arabic_chain2","g6__a638y3_nv3",1,3.57073879090291
"Arabic","arabic_chain2","g6__a67y3_nv3",1,1.86311866115908
"Arabic","arabic_chain2","g6__a68y3_nv3",1,1.85483994633336
"Arabic","arabic_chain2","g6__a69y3_nv3",1,2.32980794189027
"French","french_chain1","g1__f21",1,3.31915665672793
"French","french_chain1","g1__f210",1,2.20961631037136
"French","french_chain1","g1__f211",1,2.20117009341605
"French","french_chain1","g1__f212",1,2.23525031088064
"French","french_chain1","g1__f213",1,2.23525031088064
"French","french_chain1","g1__f214",1,2.63098332839472
"French","french_chain1","g1__f215",1,2.68976792883339
"French","french_chain1","g1__f216",1,2.51024488448475
"French","french_chain1","g1__f217",1,2.47912719827426
"French","french_chain1","g1__f218",1,1.91758481114007
"French","french_chain1","g1__f219",1,2.63098332839472
"French","french_chain1","g1__f22",1,3.70022642126207
"French","french_chain1","g1__f220",1,3.20373258082972
"French","french_chain1","g1__f221",1,2.41894978701209
"French","french_chain1","g1__f222",1,2.36128907767322
"French","french_chain1","g1__f223",1,2.2701455771164
"French","french_chain1","g1__f224",1,2.29688179484617
"French","french_chain1","g1__f225",1,2.16785907645069
"French","french_chain1","g1__f226",1,2.66593296084697
"French","french_chain1","g1__f227",1,2.01893023165174
"French","french_chain1","g1__f228",1,2.3802451669635
"French","french_chain1","g1__f229",1,3.11555300252555
"French","french_chain1","g1__f23",1,4.63267856016355
"French","french_chain1","g1__f230",1,2.95665137819546
"French","french_chain1","g1__f231",1,2.71405270547818
"French","french_chain1","g1__f232_nv",1,3.36034383467844
"French","french_chain1","g1__f233_nv",1,3.31915665672793
"French","french_chain1","g1__f234",1,2.85662154627299
"French","french_chain1","g1__f235_nv",1,3.24094760284864
"French","french_chain1","g1__f236",1,2.85662154627299
"French","french_chain1","g1__f237",1,2.94185253357545
"French","french_chain1","g1__f238_nv3",1,3.16766462233208
"French","french_chain1","g1__f239",1,3.20373258082972
"French","french_chain1","g1__f24",1,3.44745586992994
"French","french_chain1","g1__f240",1,3.11555300252555
"French","french_chain1","g1__f241",1,2.73880721161413
"French","french_chain1","g1__f242",1,4.02878862749141
"French","french_chain1","g1__f243",1,3.40306746162273
"French","french_chain1","g1__f244",1,3.67220684699763
"French","french_chain1","g1__f248",1,2.42879759498193
"French","french_chain1","g1__f249",1,2.13527509186826
"French","french_chain1","g1__f25",1,2.75136720214338
"French","french_chain1","g1__f26",1,2.32412725906148
"French","french_chain1","g1__f27",1,2.8704241861699
"French","french_chain1","g1__f28",1,2.78981192863806
"French","french_chain1","g1__f29",1,3.04944889979319
"French","french_chain1","g1_to_g2__f246",1,1.70048646199911
"French","french_chain1","g1_to_g3__f245",1,0.983949314600752
"French","french_chain1","g1_to_g3__f247",1,1.12250759010153
"French","french_chain1","g2__f21",1,4.39093056986821
"French","french_chain1","g2__f22_nv",1,3.95463801882665
"French","french_chain1","g2__f23",1,3.78883423160416
"French","french_chain1","g2__f255",1,2.23525031088064
"French","french_chain1","g2__f257",1,2.44870752103494
"French","french_chain1","g2__f259",1,3.150037316251
"French","french_chain1","g2__f260",1,3.67220684699763
"French","french_chain1","g2__f261",1,3.18556003123598
"French","french_chain1","g2__f262",1,4.5668009372485
"French","french_chain1","g2__f263",1,4.50483676988102
"French","french_chain1","g2__f264",1,2.45877214123251
"French","french_chain1","g2__f265",1,3.29910309113522
"French","french_chain1","g2__f267",1,3.36034383467844
"French","french_chain1","g2__f274",1,3.51748262540637
"French","french_chain1","g2__f275",1,3.54182714598831
"French","french_chain1","g2__f277",1,2.3802451669635
"French","french_chain1","g2__f280",1,4.10843904962803
"French","french_chain1","g2__f281",1,2.31498738497731
"French","french_chain1","g2__f282",1,2.29688179484617
"French","french_chain1","g2__f283",1,3.67220684699763
"French","french_chain1","g2__f284",1,2.68976792883339
"French","french_chain1","g2__f285",1,3.8521562135913
"French","french_chain1","g2__f286",1,3.99107544430746
"French","french_chain1","g2__f293",1,3.03347849713421
"French","french_chain1","g2__f295",1,3.75849714253661
"French","french_chain1","g2__f296",1,3.22219177239109
"French","french_chain1","g2_to_g3__f211",1,1.31935598045307
"French","french_chain1","g2_to_g3__f253",1,1.58065612938586
"French","french_chain1","g2_to_g3__f256",1,1.74433514292306
"French","french_chain1","g2_to_g3__f258",1,1.54612368534409
"French","french_chain1","g2_to_g3__f266",1,1.95305353827037
"French","french_chain1","g2_to_g3__f268",1,1.60990908010786
"French","french_chain1","g2_to_g3__f269",1,1.66980133477378
"French","french_chain1","g2_to_g3__f270",1,2.11924346957269
"French","french_chain1","g2_to_g3__f271",1,1.93877340946283
"French","french_chain1","g2_to_g3__f272",1,1.89666566215115
"French","french_chain1","g2_to_g3__f273",1,1.36598205987783
"French","french_chain1","g2_to_g3__f276",1,2.75136720214338
"French","french_chain1","g2_to_g3__f278",1,2.2613426919142
"French","french_chain1","g2_to_g3__f279",1,1.79580775441213
"French","french_chain1","g2_to_g5__f297_nv",1,0.677878261205905
"French","french_chain1","g2_to_g5__f298",1,0.502857772931763
"French","french_chain1","g2_to_g6__f232_nv",1,0.0307729663817921
"French","french_chain1","g2_to_g6__f233_nv",1,0.285909923548592
"French","french_chain1","g2_to_g6__f235_nv",1,0.502857772931762
"French","french_chain1","g2_to_g6__f294_nv",1,0.86444013129142
"French","french_chain1","g2_to_g6__f299",1,0.855755999674725
"French","french_chain1","g3__f21",1,3.22219177239109
"French","french_chain1","g3__f22_nv",1,4.10843904962803
"French","french_chain1","g3__f23",1,3.67220684699763
"French","french_chain1","g3__f246",1,2.13527509186826
"French","french_chain1","g3__f255",1,2.15147870775925
"French","french_chain1","g3__f257",1,2.41894978701209
"French","french_chain1","g3__f259",1,2.84297061114165
"French","french_chain1","g3__f260",1,3.24094760284864
"French","french_chain1","g3__f261",1,3.36034383467844
"French","french_chain1","g3__f262",1,4.19450778115954
"French","french_chain1","g3__f263",1,3.82003616421383
"French","french_chain1","g3__f264",1,2.17611708329718
"French","french_chain1","g3__f265",1,3.11555300252555
"French","french_chain1","g3__f267",1,2.8985000735395
"French","french_chain1","g3__f274",1,2.92723077154365
"French","french_chain1","g3__f275",1,3.01771745850985
"French","french_chain1","g3__f277",1,2.19277193355955
"French","french_chain1","g3__f280",1,3.29910309113522
"French","french_chain1","g3__f281",1,2.11129071950698
"French","french_chain1","g3__f282",1,2.09550856526597
"French","french_chain1","g3__f283",1,3.20373258082971
"French","french_chain1","g3__f284",1,2.55288889730948
"French","french_chain1","g3__f285",1,2.98679987627835
"French","french_chain1","g3__f286",1,3.24094760284864
"French","french_chain1","g3__f295",1,2.92723077154365
"French","french_chain1","g3__f296",1,2.91278144167721
"French","french_chain1","g3_to_g4__f293",1,1.80234958207086
"French","french_chain1","g4__f21",1,2.92723077154365
"French","french_chain1","g4__f2100",1,4.778456528504
"French","french_chain1","g4__f2101",1,4.70301014567361
"French","french_chain1","g4__f2102",1,4.19450778115954
"French","french_chain1","g4__f2104",1,3.75849714253661
"French","french_chain1","g4__f2105",1,3.72897612631823
"French","french_chain1","g4__f2107",1,5.04483590481157
"French","french_chain1","g4__f2108",1,3.78883423160416
"French","french_chain1","g4__f2109",1,3.78883423160416
"French","french_chain1","g4__f2110",1,3.72897612631823
"French","french_chain1","g4__f2111",1,2.80289171995492
"French","french_chain1","g4__f2112",1,4.28816443723972
"French","french_chain1","g4__f2118",1,1.89666566215115
"French","french_chain1","g4__f2119",1,1.96024102022672
"French","french_chain1","g4__f2126",1,4.33829620964028
"French","french_chain1","g4__f2127",1,3.01771745850985
"French","french_chain1","g4__f2128",1,3.91938979356624
"French","french_chain1","g4__f2129",1,3.91938979356624
"French","french_chain1","g4__f2130",1,3.49365413962576
"French","french_chain1","g4__f2131",1,3.91938979356624
"French","french_chain1","g4__f23",1,3.29910309113522
"French","french_chain1","g4__f247",1,2.20961631037136
"French","french_chain1","g4_to_g5__f2114",1,1.52908126742386
"French","french_chain1","g4_to_g6__f2113",1,1.09893521395738
"French","french_chain1","g5__f21",1,3.04944889979319
"French","french_chain1","g5__f2100",1,4.24030226160681
"French","french_chain1","g5__f2101",1,4.39093056986821
"French","french_chain1","g5__f2102",1,3.64487943234745
"French","french_chain1","g5__f2104",1,3.04944889979319
"French","french_chain1","g5__f2105",1,3.36034383467844
"French","french_chain1","g5__f2107",1,4.5668009372485
"French","french_chain1","g5__f2108",1,3.6182090903218
"French","french_chain1","g5__f2109",1,3.99107544430746
"French","french_chain1","g5__f2110",1,3.47031897156696
"French","french_chain1","g5__f2111",1,2.84297061114165
"French","french_chain1","g5__f2112",1,4.02878862749141
"French","french_chain1","g5__f2118",1,1.92461727600347
"French","french_chain1","g5__f2119",1,1.97471271327053
"French","french_chain1","g5__f2128",1,4.10843904962803
"French","french_chain1","g5__f2129",1,3.6182090903218
"French","french_chain1","g5__f2130",1,3.29910309113522
"French","french_chain1","g5__f2131",1,4.10843904962803
"French","french_chain1","g5__f23",1,2.88438236750655
"French","french_chain1","g5__f247",1,2.18442115185405
"French","french_chain1","g5_to_g6__f2126",1,2.98679987627835
"French","french_chain1","g5_to_g6__f2127",1,2.2438958387376
"French","french_chain1","g5_to_g6__f293",1,1.83543604808568
"French","french_chain1","g6__f21",1,2.574733827561
"French","french_chain1","g6__f2100",1,3.47031897156696
"French","french_chain1","g6__f2101",1,3.56671202220589
"French","french_chain1","g6__f2102",1,3.08204298499637
"French","french_chain1","g6__f2104",1,2.71405270547818
"French","french_chain1","g6__f2105",1,2.77686662284821
"French","french_chain1","g6__f2107",1,4.19450778115954
"French","french_chain1","g6__f2108",1,3.18556003123598
"French","french_chain1","g6__f2109",1,3.70022642126207
"French","french_chain1","g6__f2110",1,3.44745586992994
"French","french_chain1","g6__f2111",1,2.53139694438309
"French","french_chain1","g6__f2112",1,3.56671202220589
"French","french_chain1","g6__f2114",1,2.14335510760552
"French","french_chain1","g6__f2118",1,1.86917694110653
"French","french_chain1","g6__f2119",1,1.88286474483574
"French","french_chain1","g6__f2128",1,3.70022642126207
"French","french_chain1","g6__f2129",1,3.72897612631822
"French","french_chain1","g6__f2130",1,3.08204298499637
"French","french_chain1","g6__f2131",1,4.33829620964028
"French","french_chain1","g6__f23",1,2.33332640946748
"French","french_chain1","g6__f247",1,2.04151109683956
"French","french_chain1","g6__f297_nv",1,2.11924346957269
"French","french_chain1","g6__f298",1,2.01147465796328
"Maths","maths_chain1","g1__m210",1.19425606172037,-1.12570246196373
"Maths","maths_chain1","g1__m211_nv",1.37433172581392,-0.921042454927223
"Maths","maths_chain1","g1__m212_nv",1.73595367942583,-0.785320025413725
"Maths","maths_chain1","g1__m213_nv",1.92596231437793,-0.399010331330429
"Maths","maths_chain1","g1__m214_nv3",1.70613066684665,-0.0671356816037334
"Maths","maths_chain1","g1__m215_nv3",1.23485683122126,1.53611993668584
"Maths","maths_chain1","g1__m216_nv3",1.48851829215093,1.31239426141879
"Maths","maths_chain1","g1__m217_nv3",1.73512574696265,2.13297805282009
"Maths","maths_chain1","g1__m218_nv",0.965870906295371,0.338650239142423
"Maths","maths_chain1","g1__m219_nv3",1.22132151852477,0.411356618267888
"Maths","maths_chain1","g1__m21_nv",3.45274219606719,-1.66277197676544
"Maths","maths_chain1","g1__m220_nv",0.947104897153994,1.84329883609456
"Maths","maths_chain1","g1__m221",1.66847473084866,-1.13583943872165
"Maths","maths_chain1","g1__m222",1.03199386237806,-2.00139338019049
"Maths","maths_chain1","g1__m224",0.920624386055183,-1.00710094794818
"Maths","maths_chain1","g1__m225",1.01121668442294,-1.59199540829792
"Maths","maths_chain1","g1__m22_nv3",2.02636886683792,-1.11349704043681
"Maths","maths_chain1","g1__m23_nv",3.00860922924002,-1.11594124694543
"Maths","maths_chain1","g1__m23y3_nv3",2.21731106241889,-0.945919680614789
"Maths","maths_chain1","g1__m24",1.19236043264804,0.175766423983717
"Maths","maths_chain1","g1__m24_nv3",1.20430860030608,0.103665274017853
"Maths","maths_chain1","g1__m25_nv3",1.6936431200873,0.385276258121405
"Maths","maths_chain1","g1__m26",1.27792794257343,-0.358515515190469
"Maths","maths_chain1","g1__m27",1.38894735109355,-0.142035385529305
"Maths","maths_chain1","g1__m28_nv",2.1244170958694,-0.914884784814731
"Maths","maths_chain1","g1__m29_nv",2.38884359259275,-1.06647463497325
"Maths","maths_chain2","g2__m210",1,1.66328440222044
"Maths","maths_chain2","g2__m221",1,1.33048361236802
"Maths","maths_chain2","g2__m222",1,1.28515099039247
"Maths","maths_chain2","g2__m223",1,1.86737640075786
"Maths","maths_chain2","g2__m226",1,1.61818896701021
"Maths","maths_chain2","g2__m230_nv",1,2.72589706466636
"Maths","maths_chain2","g2__m231_nv3",1,2.340762266352
"Maths","maths_chain2","g2__m232_nv3",1,2.37001590009438
"Maths","maths_chain2","g2__m234_nv",1,2.16474329580892
"Maths","maths_chain2","g2__m235_nv",1,1.86737640075786
"Maths","maths_chain2","g2__m236_nv",1,1.89880033095422
"Maths","maths_chain2","g2__m237_nv",1,2.29805842821052
"Maths","maths_chain2","g2__m237_nv3",1,2.00852677287341
"Maths","maths_chain2","g2__m238_nv",1,2.27032874612289
"Maths","maths_chain2","g2__m239_nv2",1,2.37001590009438
"Maths","maths_chain2","g2__m23y3_nv3",1,1.48117635428219
"Maths","maths_chain2","g2__m24",1,1.51447011993116
"Maths","maths_chain2","g2__m240_nv3",1,2.28412205693592
"Maths","maths_chain2","g2__m242_nv3",1,2.74567605726763
"Maths","maths_chain2","g2__m243_nv3",1,2.72589706466636
"Maths","maths_chain2","g2__m247_nv3",1,2.29805842821052
"Maths","maths_chain2","g2__m249",1,2.74567605726763
"Maths","maths_chain2","g2__m250",1,1.66328440222044
"Maths","maths_chain2","g2__m251",1,1.53134560252995
"Maths","maths_chain2","g2__m252_nv",1,2.64984281106433
"Maths","maths_chain2","g2_to_g3__m230",1,0.836637982510284
"Maths","maths_chain2","g2_to_g3__m233_nv",1,1.2481006817653
"Maths","maths_chain2","g2_to_g3__m33y3_nv3",1,0.912791452289986
"Maths","maths_chain2","g3__m222",1,1.27025416817429
"Maths","maths_chain2","g3__m231_nv3",1,2.04309639813939
"Maths","maths_chain2","g3__m232_nv2",1,2.35530793195387
